CHROM	TYPE	START	END	STRAND	transcript_id	gene_id	gene_type	gene_name
7	gene	19184405	19185044	-	ENSG00000146618.3	ENSG00000146618.3	protein_coding	FERD3L
7	gene	22980878	23053749	-	ENSG00000122591.7	ENSG00000122591.7	protein_coding	FAM126A
7	gene	23140847	23145322	-	ENSG00000230658.1	ENSG00000230658.1	lincRNA	KLHL7-AS1
7	gene	23145353	23217533	+	ENSG00000122550.13	ENSG00000122550.13	protein_coding	KLHL7
7	gene	23168797	23169460	+	ENSG00000230042.1	ENSG00000230042.1	pseudogene	AK3P3
7	gene	23210760	23234503	+	ENSG00000214871.3	ENSG00000214871.3	protein_coding	AC005082.1
7	gene	23221446	23240630	+	ENSG00000136243.12	ENSG00000136243.12	protein_coding	NUPL2
7	gene	23245632	23247664	+	ENSG00000226816.2	ENSG00000226816.2	lincRNA	AC005082.12
7	gene	23275586	23314727	+	ENSG00000136235.11	ENSG00000136235.11	protein_coding	GPNMB
7	gene	23338358	23351348	+	ENSG00000156928.4	ENSG00000156928.4	protein_coding	MALSU1
7	gene	23349828	23510086	-	ENSG00000136231.9	ENSG00000136231.9	protein_coding	IGF2BP3
7	gene	23405237	23405595	+	ENSG00000232627.1	ENSG00000232627.1	pseudogene	AC021876.4
7	gene	23436065	23436135	+	ENSG00000212264.1	ENSG00000212264.1	snoRNA	SNORD65
7	gene	23490277	23490341	+	ENSG00000252590.1	ENSG00000252590.1	snRNA	RNU7-143P
7	gene	23520372	23520578	+	ENSG00000236654.2	ENSG00000236654.2	pseudogene	AC079780.3
7	gene	23530092	23530983	+	ENSG00000232818.2	ENSG00000232818.2	pseudogene	RPS2P32
7	gene	23531411	23531512	-	ENSG00000200847.1	ENSG00000200847.1	misc_RNA	Y_RNA
7	gene	23544399	23571660	-	ENSG00000164548.6	ENSG00000164548.6	protein_coding	TRA2A
7	gene	23602078	23603880	-	ENSG00000224785.1	ENSG00000224785.1	pseudogene	AC006026.9
7	gene	23624681	23625974	-	ENSG00000232553.3	ENSG00000232553.3	pseudogene	AC006026.10
7	gene	23636998	23684327	+	ENSG00000169193.7	ENSG00000169193.7	protein_coding	CCDC126
7	gene	23658952	23662445	+	ENSG00000227436.1	ENSG00000227436.1	pseudogene	FCF1P1
7	gene	23695301	23695480	+	ENSG00000228953.1	ENSG00000228953.1	pseudogene	AC006026.12
7	gene	23708896	23708973	-	ENSG00000223275.1	ENSG00000223275.1	miRNA	AC006026.1
7	gene	23719749	23742868	+	ENSG00000188732.6	ENSG00000188732.6	protein_coding	FAM221A
7	gene	23719814	23720405	-	ENSG00000234286.1	ENSG00000234286.1	antisense	AC006026.13
7	gene	23749786	23872132	+	ENSG00000196335.8	ENSG00000196335.8	protein_coding	STK31
7	gene	23760930	23761401	-	ENSG00000234800.2	ENSG00000234800.2	pseudogene	PCMTD1P3
7	gene	23850763	23851279	-	ENSG00000231328.1	ENSG00000231328.1	pseudogene	AC003087.4
7	gene	23931323	23936954	-	ENSG00000227930.1	ENSG00000227930.1	lincRNA	AC009508.1
7	gene	23934647	23934753	-	ENSG00000238849.1	ENSG00000238849.1	snoRNA	snoU13
7	gene	25159710	25164980	-	ENSG00000172115.4	ENSG00000172115.4	protein_coding	CYCS
7	gene	25174316	25219975	-	ENSG00000153790.7	ENSG00000153790.7	protein_coding	C7orf31
7	gene	25225242	25228343	+	ENSG00000234406.1	ENSG00000234406.1	pseudogene	AC004129.7
7	gene	25251789	25252584	-	ENSG00000213798.3	ENSG00000213798.3	pseudogene	AC004129.9
7	gene	25264189	25268105	-	ENSG00000105954.2	ENSG00000105954.2	protein_coding	NPVF
7	gene	25304275	25304377	+	ENSG00000202233.1	ENSG00000202233.1	snoRNA	U3
7	gene	25305543	25305909	-	ENSG00000234922.1	ENSG00000234922.1	pseudogene	TSEN15P3
7	gene	25360921	25366434	-	ENSG00000233824.1	ENSG00000233824.1	lincRNA	AC003985.1
7	gene	25397859	25399527	-	ENSG00000260951.1	ENSG00000260951.1	lincRNA	RP5-978I12.1
7	gene	25587382	25590682	-	ENSG00000227386.1	ENSG00000227386.1	lincRNA	AC091705.1
7	gene	25610288	25610378	+	ENSG00000222101.1	ENSG00000222101.1	miRNA	AC091705.2
7	gene	49269733	49294412	+	ENSG00000234686.1	ENSG00000234686.1	lincRNA	AC010971.1
7	gene	49298089	49299442	-	ENSG00000270763.1	ENSG00000270763.1	pseudogene	RP11-122G11.1
7	gene	49813257	49961546	+	ENSG00000188730.4	ENSG00000188730.4	protein_coding	VWC2
7	gene	49890017	50160925	-	ENSG00000042813.3	ENSG00000042813.3	protein_coding	ZPBP
7	gene	49981847	49984036	-	ENSG00000223893.1	ENSG00000223893.1	pseudogene	AC096568.3
7	gene	50135632	50199426	+	ENSG00000164500.6	ENSG00000164500.6	protein_coding	C7orf72
7	gene	115877983	115967950	-	ENSG00000243243.1	ENSG00000243243.1	antisense	AC073130.3
7	gene	115878314	116139519	-	ENSG00000237813.3	ENSG00000237813.3	antisense	AC002066.1
7	gene	115915660	115926788	-	ENSG00000237870.2	ENSG00000237870.2	processed_transcript	AC073130.1
7	gene	115927434	116148595	+	ENSG00000105971.10	ENSG00000105971.10	protein_coding	CAV2
7	gene	115985909	115985998	-	ENSG00000216076.1	ENSG00000216076.1	miRNA	AC002066.2
7	gene	116073268	116073354	+	ENSG00000252672.1	ENSG00000252672.1	snoRNA	snoZ185
7	gene	116164839	116201233	+	ENSG00000105974.7	ENSG00000105974.7	protein_coding	CAV1
7	gene	116182772	116192023	-	ENSG00000235427.1	ENSG00000235427.1	antisense	AC006159.5
7	gene	116203648	116211288	-	ENSG00000243220.1	ENSG00000243220.1	antisense	AC006159.4
7	gene	116211014	116254874	-	ENSG00000231210.2	ENSG00000231210.2	lincRNA	AC006159.3
7	gene	116312444	116438440	+	ENSG00000105976.10	ENSG00000105976.10	protein_coding	MET
7	gene	116451124	116562103	+	ENSG00000198898.8	ENSG00000198898.8	protein_coding	CAPZA2
7	gene	116513508	116516430	-	ENSG00000235945.1	ENSG00000235945.1	pseudogene	AC002543.2
7	gene	116549931	116550018	-	ENSG00000252115.1	ENSG00000252115.1	misc_RNA	Y_RNA
7	gene	116584340	116584468	-	ENSG00000222150.1	ENSG00000222150.1	rRNA	RNA5SP239
7	gene	116592500	116594388	-	ENSG00000227199.1	ENSG00000227199.1	antisense	ST7-AS1
7	gene	116593292	116870157	+	ENSG00000004866.14	ENSG00000004866.14	protein_coding	ST7
7	gene	116593953	116738860	+	ENSG00000214188.5	ENSG00000214188.5	protein_coding	ST7-OT4
7	gene	116605900	116607526	-	ENSG00000228368.1	ENSG00000228368.1	protein_coding	AC106873.4
7	gene	116612219	116612965	-	ENSG00000213050.4	ENSG00000213050.4	pseudogene	TPM3P1
7	gene	116712126	116786534	-	ENSG00000226367.1	ENSG00000226367.1	antisense	ST7-AS2
7	gene	116827602	116827794	-	ENSG00000227532.1	ENSG00000227532.1	pseudogene	AC002542.2
7	gene	116902972	116904942	-	ENSG00000230785.2	ENSG00000230785.2	pseudogene	AC006326.3
7	gene	116903971	116904442	+	ENSG00000224042.2	ENSG00000224042.2	pseudogene	MTND4P6
7	gene	116904447	116904584	-	ENSG00000230605.1	ENSG00000230605.1	pseudogene	AC006326.5
7	gene	139992552	139993139	+	ENSG00000241661.1	ENSG00000241661.1	pseudogene	PPP1R2P6
7	gene	139993493	140104233	-	ENSG00000157800.13	ENSG00000157800.13	protein_coding	SLC37A3
7	gene	140070241	140070345	+	ENSG00000223113.1	ENSG00000223113.1	rRNA	RNA5SP247
7	gene	140075363	140075466	-	ENSG00000238868.1	ENSG00000238868.1	snoRNA	snoU13
7	gene	140086581	140086707	-	ENSG00000202472.1	ENSG00000202472.1	rRNA	RNA5SP248
7	gene	140103843	140126050	+	ENSG00000146955.6	ENSG00000146955.6	protein_coding	RAB19
7	gene	140135116	140135587	-	ENSG00000103200.6	ENSG00000103200.6	pseudogene	RP11-723C11.2
7	gene	140152840	140179369	-	ENSG00000133606.6	ENSG00000133606.6	protein_coding	MKRN1
7	gene	140218220	140373793	-	ENSG00000146966.8	ENSG00000146966.8	protein_coding	DENND2A
7	gene	140280087	140280149	+	ENSG00000221732.1	ENSG00000221732.1	miRNA	AC006452.1
7	gene	140309647	140309755	+	ENSG00000201354.1	ENSG00000201354.1	misc_RNA	Y_RNA
7	gene	140345644	140345924	+	ENSG00000240173.2	ENSG00000240173.2	misc_RNA	RN7SL771P
7	gene	140372953	140396061	+	ENSG00000133597.5	ENSG00000133597.5	protein_coding	ADCK2
7	gene	140390577	140422590	+	ENSG00000090266.8	ENSG00000090266.8	protein_coding	NDUFB2
7	gene	140395136	140396877	-	ENSG00000240889.1	ENSG00000240889.1	antisense	NDUFB2-AS1
7	gene	140419127	140624564	-	ENSG00000157764.8	ENSG00000157764.8	protein_coding	BRAF
7	gene	140583872	140583978	+	ENSG00000271932.1	ENSG00000271932.1	snRNA	U6
7	gene	140634667	140634810	+	ENSG00000271611.1	ENSG00000271611.1	pseudogene	RP4-813F11.3
7	gene	140697752	140699600	-	ENSG00000242703.1	ENSG00000242703.1	pseudogene	CCT4P1
7	gene	140702410	140704649	-	ENSG00000273081.1	ENSG00000273081.1	lincRNA	RP4-813F11.4
7	gene	140705854	140715028	-	ENSG00000090263.11	ENSG00000090263.11	protein_coding	MRPS33
7	gene	140752049	140752209	+	ENSG00000223212.1	ENSG00000223212.1	snRNA	RNU4-74P
7	gene	140774032	141180180	+	ENSG00000261115.1	ENSG00000261115.1	protein_coding	TMEM178B
7	gene	140872843	140873016	-	ENSG00000261778.1	ENSG00000261778.1	pseudogene	RP5-1173P7.1
7	gene	147075109	147075213	-	ENSG00000221442.1	ENSG00000221442.1	miRNA	MIR548F4
7	gene	147368803	147370235	+	ENSG00000230190.1	ENSG00000230190.1	sense_intronic	AC005518.2
7	gene	147401386	147401667	-	ENSG00000270634.1	ENSG00000270634.1	pseudogene	RP4-777G9.1
7	gene	147528862	147528969	+	ENSG00000207318.1	ENSG00000207318.1	snRNA	RNU6-1184P
7	gene	147546976	147547074	+	ENSG00000251936.1	ENSG00000251936.1	rRNA	RNA5SP249
7	gene	147637096	147637391	+	ENSG00000242266.2	ENSG00000242266.2	misc_RNA	RN7SL456P
8	gene	7588261	7591271	+	ENSG00000229477.3	ENSG00000229477.3	pseudogene	FAM90A16P
8	gene	7595909	7598918	+	ENSG00000224710.3	ENSG00000224710.3	pseudogene	FAM90A8P
8	gene	7603556	7614766	+	ENSG00000223535.3	ENSG00000223535.3	pseudogene	FAM90A17P
8	gene	7611204	7614214	+	ENSG00000237122.3	ENSG00000237122.3	pseudogene	FAM90A19P
8	gene	7618852	7621862	+	ENSG00000235825.3	ENSG00000235825.3	pseudogene	FAM90A9P
8	gene	7626499	7629510	+	ENSG00000254597.1	ENSG00000254597.1	pseudogene	FAM90A10P
8	gene	7636113	7638935	-	ENSG00000255378.1	ENSG00000255378.1	protein_coding	AC084121.16
8	gene	7651238	7653392	-	ENSG00000254776.1	ENSG00000254776.1	pseudogene	AC084121.17
8	gene	7669242	7673238	-	ENSG00000186572.2	ENSG00000186572.2	protein_coding	DEFB107A
8	gene	7679488	7681411	-	ENSG00000186562.7	ENSG00000186562.7	protein_coding	DEFB105A
8	gene	7682694	7686575	+	ENSG00000186579.2	ENSG00000186579.2	protein_coding	DEFB106A
8	gene	7693993	7698764	+	ENSG00000176782.2	ENSG00000176782.2	protein_coding	DEFB104A
8	gene	7705398	7726389	+	ENSG00000178287.13	ENSG00000178287.13	protein_coding	SPAG11A
8	gene	7711019	7711113	-	ENSG00000215977.1	ENSG00000215977.1	miRNA	AC130365.1
8	gene	7738726	7740186	+	ENSG00000176797.3	ENSG00000176797.3	protein_coding	DEFB103A
8	gene	7748525	7750077	-	ENSG00000254543.1	ENSG00000254543.1	pseudogene	HSPD1P2
8	gene	7752151	7754233	+	ENSG00000171711.2	ENSG00000171711.2	protein_coding	DEFB4A
8	gene	7783859	7812271	+	ENSG00000215356.3	ENSG00000215356.3	protein_coding	ZNF705B
8	gene	7791934	7796292	-	ENSG00000229907.3	ENSG00000229907.3	pseudogene	DEFB108P1
8	gene	7812536	7866277	+	ENSG00000225725.4	ENSG00000225725.4	lincRNA	FAM66E
8	gene	7824866	7826066	-	ENSG00000255211.1	ENSG00000255211.1	pseudogene	RP11-1195F20.7
8	gene	7829183	7830775	-	ENSG00000237038.3	ENSG00000237038.3	pseudogene	USP17L8
8	gene	7833915	7835507	-	ENSG00000225327.3	ENSG00000225327.3	pseudogene	USP17L3
8	gene	7847937	7855043	-	ENSG00000205989.1	ENSG00000205989.1	pseudogene	DEFB109
8	gene	7869304	7874533	-	ENSG00000233115.4	ENSG00000233115.4	pseudogene	FAM90A11P
8	gene	7876951	7888168	-	ENSG00000215354.5	ENSG00000215354.5	pseudogene	FAM90A24P
8	gene	7884599	7889827	-	ENSG00000254229.2	ENSG00000254229.2	pseudogene	FAM90A12P
8	gene	7897500	7898475	+	ENSG00000227013.3	ENSG00000227013.3	pseudogene	OR7E96P
8	gene	7906441	7906789	+	ENSG00000253881.1	ENSG00000253881.1	pseudogene	RP11-52B19.8
8	gene	7943544	7944287	-	ENSG00000255459.1	ENSG00000255459.1	pseudogene	RP11-52B19.10
8	gene	7946463	7946611	-	ENSG00000221305.1	ENSG00000221305.1	miRNA	MIR548I3
8	gene	7953468	7954248	+	ENSG00000244427.1	ENSG00000244427.1	pseudogene	RP11-52B19.1
8	gene	7974267	7974471	-	ENSG00000254311.1	ENSG00000254311.1	pseudogene	RP11-52B19.7
8	gene	7996350	7996453	-	ENSG00000221027.2	ENSG00000221027.2	miRNA	AC068020.1
8	gene	8011830	8074438	+	ENSG00000249188.1	ENSG00000249188.1	pseudogene	ENPP7P1
8	gene	8025341	8084136	-	ENSG00000253893.2	ENSG00000253893.2	antisense	FAM85B
8	gene	8046158	8046331	-	ENSG00000268955.1	ENSG00000268955.1	protein_coding	LRLE1
8	gene	8086117	8102387	+	ENSG00000173295.3	ENSG00000173295.3	pseudogene	FAM86B3P
8	gene	8093525	8102189	-	ENSG00000253981.1	ENSG00000253981.1	pseudogene	ALG1L13P
8	gene	8175258	8244008	-	ENSG00000182319.5	ENSG00000182319.5	protein_coding	SGK223
8	gene	8272200	8282142	-	ENSG00000253505.1	ENSG00000253505.1	lincRNA	CTA-398F10.1
8	gene	8314419	8318847	-	ENSG00000254153.1	ENSG00000254153.1	lincRNA	CTA-398F10.2
8	gene	8413248	8418475	-	ENSG00000253343.1	ENSG00000253343.1	lincRNA	CTD-3023L14.3
8	gene	8417404	8419634	+	ENSG00000253774.1	ENSG00000253774.1	lincRNA	CTD-3023L14.1
8	gene	8418901	8427198	+	ENSG00000253130.1	ENSG00000253130.1	lincRNA	CTD-3023L14.2
8	gene	8439864	8440165	-	ENSG00000263616.1	ENSG00000263616.1	misc_RNA	RN7SL178P
8	gene	8490974	8491058	+	ENSG00000264445.1	ENSG00000264445.1	miRNA	AC087269.2
8	gene	8559448	8561616	+	ENSG00000253958.1	ENSG00000253958.1	protein_coding	CLDN23
8	gene	8559666	8561616	+	ENSG00000176305.5	ENSG00000176305.5	pseudogene	AC087269.1
8	gene	39308564	39380371	-	ENSG00000197475.7	ENSG00000197475.7	pseudogene	ADAM3A
8	gene	39413665	39416052	+	ENSG00000254067.1	ENSG00000254067.1	lincRNA	RP11-122L4.1
8	gene	39418456	39418546	+	ENSG00000252176.1	ENSG00000252176.1	miRNA	AC123767.1
8	gene	39424224	39437653	+	ENSG00000254082.1	ENSG00000254082.1	lincRNA	CTD-2024D23.1
8	gene	39442008	39587583	+	ENSG00000168619.11	ENSG00000168619.11	protein_coding	ADAM18
8	gene	39601254	39695808	-	ENSG00000104755.10	ENSG00000104755.10	protein_coding	ADAM2
8	gene	39613601	39613707	-	ENSG00000221018.1	ENSG00000221018.1	miRNA	AC136365.1
8	gene	39717738	39718044	+	ENSG00000253332.1	ENSG00000253332.1	pseudogene	KB-1582A10.1
8	gene	39724955	39725331	-	ENSG00000253233.1	ENSG00000253233.1	pseudogene	KB-1582A10.2
8	gene	39759794	39785963	+	ENSG00000131203.8	ENSG00000131203.8	protein_coding	IDO1
8	gene	39761294	39852767	-	ENSG00000253939.1	ENSG00000253939.1	antisense	RP11-44K6.3
8	gene	39771748	39773240	+	ENSG00000253838.1	ENSG00000253838.1	sense_intronic	RP11-44K6.2
8	gene	39775595	39778409	-	ENSG00000254287.1	ENSG00000254287.1	antisense	RP11-44K6.4
8	gene	39792133	39873910	+	ENSG00000188676.9	ENSG00000188676.9	protein_coding	IDO2
8	gene	39855388	39856018	-	ENSG00000253790.1	ENSG00000253790.1	pseudogene	RP11-44K6.5
8	gene	39961688	39965454	+	ENSG00000253381.1	ENSG00000253381.1	lincRNA	RP11-359E19.1
8	gene	39972170	39984987	+	ENSG00000253665.1	ENSG00000253665.1	lincRNA	RP11-359E19.2
8	gene	40010989	40012821	+	ENSG00000176907.3	ENSG00000176907.3	protein_coding	C8orf4
8	gene	40018977	40030131	+	ENSG00000254143.1	ENSG00000254143.1	lincRNA	RP11-470M17.2
8	gene	40156260	40200921	-	ENSG00000253802.1	ENSG00000253802.1	lincRNA	CTA-392C11.1
8	gene	40227547	40259367	+	ENSG00000253354.1	ENSG00000253354.1	lincRNA	CTA-392C11.2
8	gene	60470087	60470414	-	ENSG00000254150.1	ENSG00000254150.1	pseudogene	RP11-379I19.2
8	gene	60473886	60506260	-	ENSG00000253260.1	ENSG00000253260.1	lincRNA	RP11-379I19.1
8	gene	60513937	60526334	+	ENSG00000253879.1	ENSG00000253879.1	lincRNA	RP11-379I19.3
8	gene	60672606	60672822	+	ENSG00000253413.1	ENSG00000253413.1	pseudogene	RP11-960H2.2
8	gene	60733683	60733992	+	ENSG00000253723.1	ENSG00000253723.1	pseudogene	RP11-960H2.1
8	gene	133133108	133493200	-	ENSG00000184156.11	ENSG00000184156.11	protein_coding	KCNQ3
8	gene	133572745	133573726	-	ENSG00000253521.1	ENSG00000253521.1	lincRNA	HPYR1
8	gene	133584320	133687838	-	ENSG00000129295.4	ENSG00000129295.4	protein_coding	LRRC6
8	gene	133693146	133693248	-	ENSG00000222570.1	ENSG00000222570.1	miRNA	AF216667.1
8	gene	133697253	133772958	-	ENSG00000165071.10	ENSG00000165071.10	protein_coding	TMEM71
8	gene	133787618	133861052	+	ENSG00000129292.16	ENSG00000129292.16	protein_coding	PHF20L1
8	gene	133838424	133839148	+	ENSG00000270137.1	ENSG00000270137.1	sense_intronic	CTC-137K3.1
8	gene	133850375	133856543	-	ENSG00000223697.2	ENSG00000223697.2	antisense	AF230666.2
8	gene	133879203	134147147	+	ENSG00000042832.7	ENSG00000042832.7	protein_coding	TG
8	gene	134014850	134015320	-	ENSG00000240237.1	ENSG00000240237.1	pseudogene	CTD-2182N23.1
8	gene	134048973	134115298	-	ENSG00000155926.9	ENSG00000155926.9	protein_coding	SLA
8	gene	134203282	134242587	+	ENSG00000104415.9	ENSG00000104415.9	protein_coding	WISP1
8	gene	134241299	134241940	+	ENSG00000270132.1	ENSG00000270132.1	sense_intronic	WISP1-UT1
8	gene	134249414	134314265	-	ENSG00000104419.10	ENSG00000104419.10	protein_coding	NDRG1
8	gene	134338240	134338647	+	ENSG00000243537.1	ENSG00000243537.1	pseudogene	CTC-458A3.1
8	gene	134404454	134404933	-	ENSG00000253638.1	ENSG00000253638.1	pseudogene	CTC-369M3.1
8	gene	134420249	134421471	+	ENSG00000225259.3	ENSG00000225259.3	pseudogene	ST13P6
9	gene	24542950	24545944	-	ENSG00000205442.8	ENSG00000205442.8	protein_coding	IZUMO3
9	gene	24545950	24591991	+	ENSG00000269957.1	ENSG00000269957.1	lincRNA	RP11-20A20.2
9	gene	24872710	24872796	-	ENSG00000216088.1	ENSG00000216088.1	miRNA	AL157830.1
9	gene	24905467	24905733	+	ENSG00000223088.1	ENSG00000223088.1	misc_RNA	RMRPP5
9	gene	96080481	96108696	-	ENSG00000204352.2	ENSG00000204352.2	protein_coding	C9orf129
9	gene	96137838	96137949	+	ENSG00000200570.1	ENSG00000200570.1	snRNA	RNU6-829P
9	gene	96180137	96180248	+	ENSG00000201074.1	ENSG00000201074.1	misc_RNA	Y_RNA
9	gene	96192624	96193581	-	ENSG00000237385.1	ENSG00000237385.1	antisense	RP11-165J3.5
9	gene	96197614	96199403	-	ENSG00000227603.1	ENSG00000227603.1	antisense	RP11-165J3.6
9	gene	96208776	96215874	-	ENSG00000188938.11	ENSG00000188938.11	protein_coding	FAM120AOS
9	gene	96214004	96328397	+	ENSG00000048828.12	ENSG00000048828.12	protein_coding	FAM120A
9	gene	96327975	96328082	-	ENSG00000263875.1	ENSG00000263875.1	miRNA	AL353629.1
9	gene	96338689	96441869	+	ENSG00000197724.6	ENSG00000197724.6	protein_coding	PHF2
9	gene	96581639	96581703	+	ENSG00000265347.1	ENSG00000265347.1	miRNA	MIR4291
9	gene	96619365	96620615	+	ENSG00000231990.1	ENSG00000231990.1	lincRNA	RP11-53B5.1
9	gene	96713905	96717654	-	ENSG00000131668.9	ENSG00000131668.9	protein_coding	BARX1
9	gene	96717879	96721422	+	ENSG00000235601.1	ENSG00000235601.1	lincRNA	RP11-231K24.2
9	gene	96793076	96872138	+	ENSG00000158079.10	ENSG00000158079.10	protein_coding	PTPDC1
9	gene	96800312	96800627	+	ENSG00000227666.1	ENSG00000227666.1	pseudogene	RP11-490F3.1
9	gene	96928571	96962909	+	ENSG00000269946.1	ENSG00000269946.1	lincRNA	RP11-2B6.3
9	gene	96938234	96938325	+	ENSG00000199165.2	ENSG00000199165.2	miRNA	MIRLET7A1
9	gene	96938629	96938715	+	ENSG00000199072.1	ENSG00000199072.1	miRNA	MIRLET7F1
9	gene	96938740	96940174	+	ENSG00000269929.1	ENSG00000269929.1	lincRNA	RP11-2B6.2
9	gene	96938884	96966850	-	ENSG00000230262.2	ENSG00000230262.2	lincRNA	MIRLET7DHG
9	gene	96941116	96941202	+	ENSG00000199133.1	ENSG00000199133.1	miRNA	MIRLET7D
9	gene	96995760	96995863	+	ENSG00000238792.1	ENSG00000238792.1	snoRNA	snoU13
9	gene	97007971	97008041	+	ENSG00000252723.1	ENSG00000252723.1	snRNA	RNU6-677P
9	gene	97021593	97063736	+	ENSG00000175787.12	ENSG00000175787.12	protein_coding	ZNF169
9	gene	97049981	97050832	-	ENSG00000237679.2	ENSG00000237679.2	pseudogene	VDAC1P11
9	gene	114659046	114697649	+	ENSG00000148154.5	ENSG00000148154.5	protein_coding	UGCG
9	gene	114694380	114694449	+	ENSG00000266315.1	ENSG00000266315.1	miRNA	MIR4668
9	gene	114758915	114759019	-	ENSG00000222356.1	ENSG00000222356.1	snRNA	RNU6-710P
9	gene	114794835	114800010	-	ENSG00000259953.1	ENSG00000259953.1	sense_overlapping	RP11-4O1.2
9	gene	114803065	114937688	-	ENSG00000106868.12	ENSG00000106868.12	protein_coding	SUSD1
9	gene	114900077	114900180	+	ENSG00000222327.1	ENSG00000222327.1	snRNA	RNU6-855P
9	gene	114931566	114931677	+	ENSG00000200261.1	ENSG00000200261.1	misc_RNA	Y_RNA
9	gene	114935802	114936251	-	ENSG00000225513.1	ENSG00000225513.1	pseudogene	RP11-165N19.2
9	gene	114980715	115095947	-	ENSG00000119314.11	ENSG00000119314.11	protein_coding	PTBP3
9	gene	115004832	115005119	-	ENSG00000242256.2	ENSG00000242256.2	misc_RNA	RN7SL57P
9	gene	115014538	115014658	+	ENSG00000199525.1	ENSG00000199525.1	rRNA	RNA5SP295
9	gene	115034876	115035111	-	ENSG00000243911.2	ENSG00000243911.2	misc_RNA	RN7SL430P
9	gene	115043258	115043615	-	ENSG00000230081.2	ENSG00000230081.2	pseudogene	RP11-165N19.4
9	gene	115124994	115125396	+	ENSG00000213529.3	ENSG00000213529.3	pseudogene	RP11-432F4.2
9	gene	130556876	130576606	+	ENSG00000136877.10	ENSG00000136877.10	protein_coding	FPGS
9	gene	130577291	130617035	-	ENSG00000106991.9	ENSG00000106991.9	protein_coding	ENG
9	gene	130578345	130584799	+	ENSG00000225032.1	ENSG00000225032.1	antisense	RP11-228B15.4
9	gene	130594914	130595022	-	ENSG00000222421.1	ENSG00000222421.1	misc_RNA	Y_RNA
9	gene	130596230	130596321	-	ENSG00000222296.1	ENSG00000222296.1	misc_RNA	Y_RNA
9	gene	130603391	130603501	-	ENSG00000222455.1	ENSG00000222455.1	rRNA	RNA5SP296
9	gene	130628759	130640022	-	ENSG00000106992.13	ENSG00000106992.13	protein_coding	AK1
9	gene	130630143	130649066	-	ENSG00000257524.1	ENSG00000257524.1	processed_transcript	RP11-203J24.9
9	gene	130631694	130631774	-	ENSG00000263979.1	ENSG00000263979.1	miRNA	MIR4672
9	gene	130647600	130667687	-	ENSG00000160408.10	ENSG00000160408.10	protein_coding	ST6GALNAC6
9	gene	130670165	130679317	-	ENSG00000136840.14	ENSG00000136840.14	protein_coding	ST6GALNAC4
9	gene	130683158	130693076	-	ENSG00000167103.7	ENSG00000167103.7	protein_coding	PIP5KL1
9	gene	130696782	130703231	+	ENSG00000227218.3	ENSG00000227218.3	antisense	RP11-203J24.8
9	gene	130697378	130700763	-	ENSG00000136908.13	ENSG00000136908.13	protein_coding	DPM2
9	gene	130702858	130742792	-	ENSG00000167106.7	ENSG00000167106.7	protein_coding	FAM102A
9	gene	130801414	130819641	-	ENSG00000230848.1	ENSG00000230848.1	antisense	RP11-379C10.1
9	gene	130823512	130830485	-	ENSG00000171169.8	ENSG00000171169.8	protein_coding	NAIF1
9	gene	130830480	130871524	+	ENSG00000148339.8	ENSG00000148339.8	protein_coding	SLC25A25
9	gene	130853248	130856736	-	ENSG00000230536.1	ENSG00000230536.1	antisense	RP11-379C10.4
9	gene	130870860	130871604	-	ENSG00000269988.1	ENSG00000269988.1	antisense	RP11-395P17.11
9	gene	130873450	130881013	-	ENSG00000234771.2	ENSG00000234771.2	antisense	RP11-395P17.3
9	gene	130882972	130890741	-	ENSG00000148334.10	ENSG00000148334.10	protein_coding	PTGES2
9	gene	130890612	130891481	+	ENSG00000232850.1	ENSG00000232850.1	protein_coding	AL590708.2
9	gene	130911350	130915734	+	ENSG00000148346.7	ENSG00000148346.7	protein_coding	LCN2
9	gene	130922539	130926207	+	ENSG00000171159.4	ENSG00000171159.4	protein_coding	C9orf16
9	gene	130928343	130966662	-	ENSG00000148337.15	ENSG00000148337.15	protein_coding	CIZ1
9	gene	130965658	131017527	+	ENSG00000106976.14	ENSG00000106976.14	protein_coding	DNM1
9	gene	131007000	131007109	-	ENSG00000207581.1	ENSG00000207581.1	miRNA	MIR199B
9	gene	131007226	131007309	-	ENSG00000264823.1	ENSG00000264823.1	miRNA	MIR3154
9	gene	131018108	131038274	-	ENSG00000167110.12	ENSG00000167110.12	protein_coding	GOLGA2
9	gene	131019986	131020068	-	ENSG00000221297.1	ENSG00000221297.1	miRNA	AL590708.1
9	gene	131037658	131051269	+	ENSG00000175854.7	ENSG00000175854.7	protein_coding	SWI5
9	gene	138898383	138987131	-	ENSG00000148411.3	ENSG00000148411.3	protein_coding	NACC2
9	gene	138999654	139001270	-	ENSG00000260193.1	ENSG00000260193.1	lincRNA	RP11-83N9.5
9	gene	139006427	139010731	-	ENSG00000238227.3	ENSG00000238227.3	protein_coding	C9orf69
9	gene	139088096	139096955	-	ENSG00000107187.11	ENSG00000107187.11	protein_coding	LHX3
9	gene	139098179	139137687	-	ENSG00000165661.11	ENSG00000165661.11	protein_coding	QSOX2
9	gene	139141824	139143051	-	ENSG00000264527.1	ENSG00000264527.1	lincRNA	WI2-1959D15.1
9	gene	139219089	139219640	-	ENSG00000267845.1	ENSG00000267845.1	protein_coding	DKFZP434A062
